symbol,currentRatio_slope,quickRatio_slope,returnOnEquity_slope,returnOnAssets_slope,netProfitMargin_slope,priceEarningsRatio_slope,priceBookValueRatio_slope,priceToSalesRatio_slope,freeCashFlowPerShare_slope,operatingCashFlowPerShare_slope,cashFlowToDebtRatio_slope,debtEquityRatio_slope,longTermDebtToCapitalization_slope,assetTurnover_slope,inventoryTurnover_slope,close_ma_30,close_ma_90,close_ma_200,volume_ma_30,volume_ma_90,volume_ma_200,currentRatio_ma,quickRatio_ma,returnOnEquity_ma,returnOnAssets_ma,netProfitMargin_ma,priceEarningsRatio_ma,priceBookValueRatio_ma,priceToSalesRatio_ma,freeCashFlowPerShare_ma,operatingCashFlowPerShare_ma,cashFlowToDebtRatio_ma,debtEquityRatio_ma,longTermDebtToCapitalization_ma,assetTurnover_ma,inventoryTurnover_ma
APO,0.1460140887846502,0.0468220885996709,0.0186679682642908,0.0366041942543939,-0.0345154841245308,-0.1052795023543467,-0.0107855836624505,0.0175989194827287,0.0384002586725117,-0.0129472099301173,-0.039058939944441,0.1127689073298344,0.1657346056874933,0.0177818110702956,-0.0546966678845643,-0.40447044464879434,-0.40247134724666866,-0.39548133593734824,-0.2674092960845322,-0.21684317562228533,-0.19437760125919676,-0.08650586408496788,-0.0836141819633273,-0.0447560082584951,-0.04476701667617158,-0.004072014448212099,-0.04438570598454187,-0.04476674031245613,-0.27573370089672017,-0.3747284282742173,-0.15203591741356792,-0.050957772416179686,0.07785826375941822,0.2701740417302693,-0.04476683887885163,0.03557482386566435
LII,-0.0297021924454085,-0.0180110985023959,-0.0940628661650227,-0.0444559749637871,-0.1190988589221718,0.0070047915224486,-0.1308741304741171,-0.103514794722806,-0.0951666418985683,-0.106817786104438,-0.1045622649791306,-0.1011166699321691,0.1958012850806244,0.1140379928373212,0.0975582716746021,0.5374021387638283,0.570848429486522,0.561182044812495,-0.3308830326283374,-0.3257894834054485,-0.3067523938333185,-0.08481065606239686,-0.08286255612690052,-0.04475795872721763,-0.0447631241423205,0.04192710930932157,-0.044275033314804875,-0.04476685183868729,-0.32212689308103665,0.12266402401637255,0.11015290408243986,-0.051281615316896574,-0.1263343700004444,1.228837990888475,-0.04476457427311777,0.03557482386579086
WDAY,-0.1976411020780288,-0.1992996603266136,-0.0953786907361363,-0.0949631950668745,-0.092340699284548,-0.0189735988008372,0.1829506921324601,0.1523085350375242,-0.0345597707498947,-0.0306764071501352,-0.0789149545905045,0.1362937377765697,-0.0375253599743347,0.0586202781614762,0.1206369420244049,0.37503009599763076,0.35640975815620335,0.3008507429789835,-0.21920691212436885,-0.23915302406990493,-0.22474903869671614,-0.08377983050644626,-0.08066386382557691,-0.044766816503835884,-0.04476742909802731,-0.002721164602855831,-0.0028934642974834993,-0.04475814301872837,0.8662808144389942,-0.07608490729024601,-0.12422546682051741,-0.04871762532870173,-0.024100476160606288,-0.5179314385755222,-0.044766399096421966,0.03558052022300321
TPL,-0.0173850383243411,-0.0963084627711574,0.0764102990886343,0.0587989527691936,-0.0608868316966342,0.0121081011873575,0.0635527699794082,-0.0046161903403614,0.0670185734429452,-0.1562480222456822,-0.1334647992506628,0.153173571451665,0.0,0.0857201403385995,-0.0546774184306476,0.5940792612816372,1.032628626034758,1.052362270498183,-0.33907789527365206,-0.32981297017329764,-0.3128798048350834,-0.04325323994504745,-0.05761022447729378,-0.04475693567318033,-0.04475854025884096,0.338583106485131,-0.04417780124321625,-0.04475009302154207,3.4631784595318442,0.09449439657249767,0.11313195341153434,1.346692735679346,-0.07703136550674745,-1.0642309623403343,-0.044766188272945664,0.035574862842951714
DELL,0.1355367154532148,0.1496373909815676,0.1810465690400614,-0.0198942369440648,0.0274636285138627,0.0418314438508181,0.1872268962563208,-0.1644267035802312,0.0823735222440263,0.080969430685405,0.0077046948467351,0.1508041490276644,-0.1593931395757811,-0.1616919921634221,0.0739678217613671,-0.44455796140047443,-0.42645130679767496,-0.4246415251060856,-0.040274844106466305,-0.04300811833742724,-0.05211156355375181,-0.08721197285103431,-0.08312037675272664,-0.04477863990013973,-0.04476701790352897,-0.003770497813712726,-0.041833749815019534,-0.04478885308361333,-0.7355317190352029,-0.044215051612108265,-0.03773680886584356,-0.05217625199768413,-0.5766388024072354,1.3142258427257891,-0.044765655761703174,0.03557482386591127
ERIE,0.0005175588594606,0.0048312818465441,-0.139372382020933,-0.1709998141848745,-0.1280302197176961,0.0389425270332331,-0.1177038395090728,-0.1218455472959872,-0.134593989109266,-0.0714003771403725,-0.0520888953678262,0.1845623079566047,0.1762085321088269,0.0282156909528366,-0.0112766919352223,0.40612284350698585,0.30706206954893334,0.16329402953115332,-0.3418299641537904,-0.3361673043286361,-0.31755894597083967,-0.08443032617489515,-0.08092657274528882,-0.0447617620900479,-0.0447641165187563,0.056520947630735466,-0.044201364859714175,-0.044760985576022275,0.04897239607744182,-0.0808007990118634,-0.12488713764545308,-0.017011604456308317,-0.07475953431498603,-1.018185780809113,-0.04476531021008687,0.03557755501722435
PLTR,-0.2080497089278641,-0.2088272295367862,-0.193070061682031,-0.19114378393872,-0.1968834311901961,-0.1692678471580424,-0.0041448101166475,-0.0261858135789254,-0.1514999147631889,-0.1517112681549711,-0.1665310578368203,0.1773738454006354,0.0540489182472386,-0.0509150913023113,0.0125003577976356,-0.4782060563480523,-0.49450602626266815,-0.5070752597996541,3.354473191172927,4.01880610728009,3.2080272161278502,-0.0706976376364626,-0.07210666795156757,-0.04476891049927238,-0.044768675485554646,-0.0667300383059404,-0.043828508691838096,-0.04475295510150755,3.03722383476794,-0.24256863309665025,-0.282779968841806,-0.0402696168092357,-0.06757753629180861,-1.0455269400530645,-0.04476637182684121,0.035575525214345274
SW,-0.0070821815611476,-0.0069923370165383,7.208937188622144e-08,3.619483910667053e-08,0.3256114082282561,0.1020768238412518,-0.0007559528387789,-0.3318375750442747,0.327932305000087,0.3223994318895359,-0.1419210101806479,0.2655455109358802,0.2825384440053352,-0.0008975276186676,0.2924853281680095,-0.4224599831334447,-0.40426570812398444,-0.41147290261139147,-0.23101620666376144,-0.21674210015415368,-0.21504847624339762,-0.08478115336481179,-0.08209630017095888,22.3383078696746,22.338307903662955,-0.0036843053760651666,-0.32301845123523015,22.338307843235533,-0.7123884151414903,-0.1591239717160709,-0.11802237972238547,-0.04907856960042027,-0.03548093373474282,-0.5525574837985182,22.338307903680285,0.03557482386582046
CRWD,0.1314473747543296,0.1102883740058074,-0.176657226330566,-0.1773716893188924,-0.1785167271724626,-0.028260837116586,0.1775040411827595,0.1673139319782965,-0.1991037565256045,-0.2015476539420113,-0.203725507772611,0.215828235722007,0.2155811833047041,-0.1828192554915074,-0.0363646863731237,0.29270276670245515,0.20737466892924053,0.2436501672218779,-0.13570445442545542,-0.11886704477594942,-0.10770293337044856,-0.08280638400156004,-0.08013949571445393,-0.04476956255488535,-0.044768416810346906,-0.05794486623982815,-0.03819995774924997,-0.0447266039282424,3.4417635459562685,-0.16024595289629018,-0.196153666312631,-0.04681922709176504,-0.020580605351512647,-0.3163164881840218,-0.04476642137928955,0.03557577723756894
GDDY,0.1436966122298943,0.000347642133472,-0.0600893552658345,-0.0859586111769598,-0.0847616481983956,0.1136762746279749,-0.1321082771405927,-0.105449987639571,-0.1767200994570048,-0.1903785043437454,-0.1790017145109155,-0.1280322580898783,0.0590348484154066,-0.122041674314245,-0.0546774105591612,-0.26368450455868925,-0.2804977633722272,-0.3063286030112458,-0.2736974106673124,-0.2640113533245553,-0.2524809862743867,-0.08767681937830565,-0.08349318661383386,-0.044668967418644866,-0.0447657306900555,0.06940448439025801,-0.04406651021828779,-0.04479163554262005,-0.17614344402405357,-0.07423952819670764,-0.1327527908603459,-0.052061922610266965,-0.8006863308096979,1.2311947008947253,-0.044766311833575156,0.035576054882699756
KKR,-0.093356632567757,-0.0545490033434076,0.064054959227611,0.0624313961133351,-0.0165038004748596,0.0372645224782086,-0.1902664028625928,0.0033074263433585,-0.1399015187979748,-0.1398471880040743,-0.1372059974676754,0.1221623660321305,0.1374114493756837,-0.0186551431140758,-0.0762541655709975,-0.43112962404766786,-0.4103377845035619,-0.39669808756200714,-0.19633752225907328,-0.1876801323083772,-0.1676872885548295,-0.08278888968256952,-0.08172664263287097,-0.044764472730589894,-0.044767661073197275,-0.019197000738587048,-0.04362159362237601,-0.04476870766141412,0.19794669602965476,-0.3515277642174354,-0.3675202851149997,-0.05378107899585755,0.15244298889532407,0.4628257113709993,-0.04476705907152747,0.03557482386573628
VST,-0.0913369439706318,-0.0913024922454548,-0.1095730970869473,-0.1402713371153433,-0.0889032179465644,0.0909458737319004,-0.1142306465342793,-0.0655058930498505,-0.116015052321126,-0.1155922610127504,-0.092537722899228,-0.032470246946322,0.0426491024396456,0.0389062706126974,0.1443533023456217,-0.5157946528920064,-0.5206695005669665,-0.5303784839911169,-0.11232598945978013,0.0037297738303364034,-0.026971405381443277,-0.03103305997323069,-0.046003156405297486,-0.044766372724487864,-0.04476715681486229,-0.04498479193603873,-0.04436498628806111,-0.04476915236978734,-0.648281651923016,-0.14230082474387615,-0.14666230612709544,-0.05260554699632221,0.14019415849891378,0.308138113473617,-0.04476654679572735,0.0355748238659126
GEV,-0.8549234260284648,-0.8783688339440077,-0.0673295926809038,-0.0629404063718417,-0.0326645808551524,-0.1949734927954481,-0.8777960265524754,-0.8543797368784388,-0.5963551693210136,-0.6678889971834289,-0.4903305531857089,0.2540747230764819,-0.6928203230275513,-0.8603674186469282,-0.8929658461718858,-0.023472440827318464,0.024185479144600033,-0.5303784839911169,-0.0016577282846154768,-0.10792642300249612,-0.026971405381443277,-0.08612869178942967,-0.08287232732199343,-0.04476387393104408,-0.04476717042320076,-0.0012897878305733912,-0.044830241115738544,-0.044763700718272584,-0.5109416037961961,-0.07423647066984085,-0.07399087474983891,-0.04555299840710299,-0.06908419615003894,-1.049801134168862,-0.0447661253434575,0.03557482386577376
SOLV,0.7581835222505953,0.7835402730184844,0.8008264169149982,0.7814682929230139,0.7791220194594372,-0.7590787603544312,-0.8228870731875084,-0.0514620701434245,0.8157811534977462,0.790515123234557,0.7798463380447017,-0.3162197943154392,-0.4196197467012929,-0.7115313645244284,-0.1747853596713489,-0.3359986874516171,-0.3665824284812232,-0.5303784839911169,-0.18345242942182155,-0.21687199929567494,-0.026971405381443277,-0.08479172537559736,-0.08227180637709561,-0.0447644915326857,-0.04476715186318013,0.007096788445263152,-0.04415665420237179,-0.044767719960456136,-0.5782200643021795,-0.11770997371216364,-0.13226002292793904,-0.05272141302228933,0.18151600855944613,0.5048928359971447,-0.044766323540789736,0.035574823865778406
DECK,-0.0280209608746295,-0.0370364665566799,-0.0950053016647324,-0.1016336273639105,-0.1239082551306051,0.0521608588714041,-0.168335265386454,-0.0836713751191992,-0.0804080951162876,-0.0823887187328587,-0.0790550931765908,0.1691296453790892,-0.0911290199107627,-0.0741060096829632,-0.0569293454090734,-0.3893412293481486,-0.38537366968587905,-0.3803430305032467,-0.21984897173812487,-0.240583198907871,-0.19675981532900327,-0.0784356717836823,-0.07933157182119237,-0.044760159214616624,-0.04476312526276148,0.05638264278237747,-0.04421265719174935,-0.04476217816609079,-0.11418970063207912,-0.12898076007058193,-0.1806449112636306,-0.035938764885230214,-0.06401394537397308,-1.0540524547394432,-0.04476518571361547,0.03557482386576823
SMCI,-0.1643410228347539,-0.162810418111836,-0.0956199992720363,-0.1232594805599478,-0.1433173772516148,-0.0652955666970455,-0.140662834355573,-0.1662511325855435,0.0133612893242194,0.0072776685289765,-0.02657539845135,-0.0629466060214217,-0.1526099335590677,0.0750986365861847,0.0680148435384192,-0.5871079241963559,-0.5798549140979604,-0.5849506532835699,-0.1820817353848265,-0.1784820396345536,-0.18901918263026057,-0.07933777304485752,-0.08140515425725087,-0.04476172705275632,-0.044764769175968014,0.043932174175104546,-0.0443315002640014,-0.04476709728714103,-0.4842287381277169,-0.2691550122697223,-0.30087437016160823,-0.051951078026477956,-0.05471334757615186,-0.8313066246045375,-0.04476455938450144,0.03557482386576989
BLDR,0.1100820140719147,0.0131779967948968,0.0879745062510619,0.1108588881710497,0.0757848611398195,-0.1404440939169412,-0.0809895688215286,-0.1481231851664349,-0.0913778604178625,-0.0913697133311015,-0.0655199851020676,-0.0712228969848874,-0.0470397554464296,0.1431166476429163,0.0580015065316039,-0.4351910411379664,-0.4225253183505306,-0.42797872868342063,-0.21373081571864658,-0.21724258770377558,-0.1799601229990243,-0.0826318762072676,-0.08180157827587704,-0.04475987419826372,-0.04476441868898682,0.02479174031849225,-0.044376820097976895,-0.044768755817155136,-0.6851503677015015,17.07600483358765,18.672337306014082,-0.049335657331935574,-0.00679558688243278,-0.25350254809911843,-0.04476476233487404,0.03557482386582076
JBL,-0.1609160870179541,-0.1647115596555984,-0.0219333415190283,-0.0198000688202974,-0.032475602010826,-0.1570025396649999,-0.1969413020848301,-0.191756975342907,-0.0648762367593325,-0.0167364236555716,0.0106700380370362,-0.0449674155010628,0.0863367093542623,0.1869673352295302,0.0630956671359034,-0.42228398391451344,-0.4092277390212689,-0.40081581775227676,-0.2969486440617589,-0.2868992303518102,-0.2705144885555938,-0.08598152778122532,-0.08316770557488203,-0.04475866225148528,-0.04476667880955697,-0.008214426893067403,-0.04433505061538246,-0.044765607376505805,-0.7575825472415283,-0.07072421850419493,0.021321907819946296,-0.050547382145685986,0.06668424797687057,0.05222911215873398,-0.04476464803439893,0.03557482386579716
UBER,-0.1172413362272289,-0.1239902761832869,-0.1042531483960395,-0.1129330661198605,-0.1019248201920414,-0.080876445060554,-0.1342448017299821,0.0918955752236264,-0.1949319529714788,-0.1940043977414322,-0.1963489060577163,0.0117759827998681,0.006609275470289,-0.1567020097129758,0.1476687142864008,-0.3747749428469851,-0.3805226433368239,-0.4142828715180835,1.0290341877549583,0.8615154767645145,0.9459257337335416,-0.08576877667402305,-0.08209301443255225,-0.044770483091596314,-0.044768165576240034,-0.03796431270568913,-0.04450479615324988,-0.04476105522654244,-0.2188072519905608,-0.21640387645659553,-0.2590211575715764,-0.05217783338191818,0.029605116517899165,-0.052589924985901676,-0.04476587178883342,0.03557482386591477
HUBB,0.0184160336913947,0.0383521525562116,-0.1426597735543545,-0.1510174999147094,-0.1833304559611138,-0.0089729760516281,-0.1868870598125167,-0.1931732709735191,-0.1215647935099169,-0.1308583812981178,-0.0959867795916779,0.0791882344009789,0.1426482985243894,0.0738273853715095,0.1896264712364535,0.058751438545279394,0.09106380558123212,0.08046902640436246,-0.32710291637715694,-0.3235213085710805,-0.3065810367009094,-0.08299577369376307,-0.081838314915607,-0.04476254182859458,-0.04476563311772859,0.039068126122697416,-0.04426192461934753,-0.04476484636164768,-0.2991203502682175,0.07177629462242734,0.030099042926958173,-0.05104075434541069,-0.011999596394674787,-0.23591457294956722,-0.04476586385893203,0.03557482386578629
LULU,-0.0446388660303443,-0.0031811200917064,-0.0358373163379796,-0.0545924077853732,-0.0404279271620912,0.1507126080994304,0.1936822734089523,0.1788064184356977,-0.0484799669846677,-0.0616918883020989,-0.0180219596923777,-0.0485390822652665,0.0286351330620454,-0.0644876405794742,0.0317954497492907,0.7925056173244647,0.6576412270583599,0.7030279082499234,-0.27175086482850025,-0.26259947995789634,-0.2542859432395883,-0.08155969222662636,-0.0817266856070823,-0.044759793060343,-0.044763243955472244,0.054844799314692945,-0.04410676449917937,-0.04475350988740659,0.2747087914568848,-0.04781530974712847,-0.023335446668502915,-0.046473864841949764,-0.046865839782374887,-1.0648904057232345,-0.044765022994863034,0.035574823865764826
VLTO,-0.4939381696483871,-0.5183727068719971,0.5075119629397596,0.2530700939441933,-0.2819959421753923,-0.4056519094010342,0.4768052662937209,-0.4774291401215233,-0.1067911257324993,-0.1094736226792333,-0.1444316401575601,0.56709337376703,0.575263443611466,0.5393000799914812,-0.1421060968475538,-0.3032493976755278,-0.3040098876624969,-0.2873653333980949,-0.06236880556165704,-0.17795068172358933,-0.1947719762701519,-0.08292026707832073,-0.08074033711424985,-0.044755635693387995,-0.0447647445396796,0.06513872611199673,-0.04424274583718287,-0.04475279190538173,0.0013379793948674267,-0.1509789913217662,-0.20388756458133678,-0.05158820732367295,0.09462009112522052,0.3080166608153723,-0.044765866481125086,0.03557482386581026
